text,real_label,pred_label,percentage
guess I`ll start getting some of my camping and fishing stuff together for Wed & Thurs trip to Braunig Lake......,neutral,neutral,0.8134
 I miss rollerblading down Shoreline.,negative,neutral,0.4842
WORS bike race at camp this weekend=a total of 1500 people. Going anywhere Sunday is not an option as they race right past the house  #fb,neutral,neutral,0.5626
"This wind is crampin` my style. I have a section of my yard that won`t get any water. I`d move the sprinkler, but it`s surrounded by mud.",negative,negative,0.7484
I am probably spamming my follower`s account.,negative,neutral,0.5604
I don`t have enough close contacts on twitter to do follow friday  #followfriday,neutral,negative,0.4955
I only have 2,neutral,neutral,0.7609
found rollo! and got happy  hmmm.. guess i really do need to be inserted back into the matrix 0_o,positive,positive,0.6838
working my way through this casualties discography.  have to pull weeds later  ...,neutral,neutral,0.748
 The sight of it made my afternoon,positive,positive,0.9228
 so sad u cancelled silverstone show  better see u in sandown park!,negative,negative,0.7707
" praying to be humble is always dangerous, He will answer you  (God gives grace ...)",neutral,neutral,0.5627
25-man Ulduar is hard...,neutral,neutral,0.6035
this is for   http://tinyurl.com/d8fgxr,neutral,neutral,0.9128
Bonjour Twitterland !,positive,positive,0.5913
"Gorgeous day!  Worked the Master Gardener plant sale, trimmed smoke bushes, and now to do some writing.",positive,positive,0.9742
 you and  are both baitersss  hope tonight is fun!,positive,positive,0.9784
"Off to the shelters around me to look for her.  I hope she is okay, so afraid that she is going to get hit by a car. Can`t stop crying",neutral,negative,0.5364
"  you can have  ice cream, I`ll have  kiss.",neutral,positive,0.5738
 Don`t worry. You`ll be 38 soon,negative,positive,0.6216
Sometimes I could swear I really am insane.,negative,negative,0.7859
 haha IE...it`s expensive!!!! Hm...let me message you later,negative,neutral,0.5005
 you got it all done?? even the labs? thats all i have left to do. and i cant figure it out. FML,negative,negative,0.6722
 next year will be sweeet,positive,positive,0.9607
BWAHAHAHAHA! Shut the **** up...  is TOTES following me right now! Who made the account? Made me giggle like a school girl!,neutral,negative,0.4301
 Byebye,neutral,neutral,0.4652
 what? You won`t be two blocks away any more?,neutral,neutral,0.6234
"Really missing hockey already.  Off for a night in Dtn Naperville.  Can`t wait for the day off tomorrow,  I have to work Sunday.",negative,positive,0.434
 Just try to do your best. I hope you don`t get laid off.,positive,neutral,0.5426
EVERYBODY WELCOME !!!  Hello Nicole ;),positive,positive,0.9678
" I`ve always been pretty athletic, I especially love b-ball. Anyway, yeah I can run",positive,positive,0.9567
I wanna go to the Borgata tonight if Rich is playing.,neutral,positive,0.8621
_a The rocky kind! With little rockpools & octopi & shells & stuff. Now I want to be at the beach. Its the perfect overcast day.,positive,positive,0.9562
FINALLY have a working (subbed!) copy of Pika?Nichi.   Heeeee.,neutral,positive,0.6939
Waiting to go to bed. Had a great weekend,positive,positive,0.935
 lmao boss ross don`t come on out here  I love that man he was the truth,positive,positive,0.8081
 Never ever smoking around you again.,negative,negative,0.8054
is at the beach watching Xmen Origins and drinking orange juice with no pulp,neutral,neutral,0.6345
This has been a dismal week.,negative,negative,0.9621
" Pigs catching Swine Flu and Avian Flu, risking the development of Flying Pig Flu? Awesomely funny",neutral,negative,0.4165
 pmsl ... We had **** everywhere too. But NO More. Love it. My wool stash today though,neutral,positive,0.8662
 Oh no! Hope you find your voice soon,neutral,neutral,0.4893
 I don`t feel like having to reboot  If only OSX supported Hibernate & Reboot in Bootcamp... -.-,neutral,negative,0.6419
 My public talk in July got canceled and I don`t know why.,negative,negative,0.8602
"Alexxx Im gona miss you today. Im so sad, noooooooo",negative,negative,0.9483
Watching George Lopez. Went to my school and played some basketball. Today was pretty nice. And HOT!,positive,positive,0.9866
"I had 2 buy a new washer, bought the dryer 2.  Dryer labeled electric but is gas   GRRR.  Now we have 2 load it up tomorrow 2 return it.",negative,neutral,0.5137
 the justice left when DJ Talent was voted off (N),neutral,neutral,0.7215
_peter let`s smoke and watched dazed and confused. that`s a perfect pizza movie too,positive,positive,0.9258
working until10,neutral,neutral,0.8357
put ad on craigslist/Quebec 4 tan salad plates with bird drawings  can only do 1 area @ time. I still need 3 more. Got 2 at my Tuesday AM,neutral,neutral,0.6668
 had  a little family party tonight   hope it rocked,positive,positive,0.9485
"I`m so sad, really really sad",negative,negative,0.8858
I designed a new shirttttt.,neutral,neutral,0.7477
 WHOO HOO. Congrats on getting under 200lbs,positive,positive,0.98
 Part of an AR-15. Actually the only part of one that qualifies as a gun. You have to be 21 to buy them without parts on them.,neutral,neutral,0.6579
What up ab circle! Anddd It`s still in the box  f work,neutral,neutral,0.7371
I can`t breathe well but turns out I`m not crazy.  Just inflammed lungs,negative,negative,0.6944
Waiting for Natie to come online I miss him.,negative,neutral,0.6397
" I`d love that. And, don`t think of it as easy. Think of it as enthusiastic.",positive,positive,0.8342
"FreeSat`s coverage (Sky dish) is really, really bad at the moment, blocks all over the place, really annoying!",negative,negative,0.9723
" that truely is sad news to hear  we are all created equal, so sad to know our neighbors are such prejudice people",negative,negative,0.9313
btw ian watkins has stopped following me  so i am a wee bit pissed off!,negative,negative,0.8881
"_20 I hope he does it soon, and i know i hate fakes",neutral,negative,0.5754
 Just ripping here.  That ad buy I was going to speak w/you about looks to be on hold for a bit. Company changed hands. :-/,neutral,negative,0.6925
 : Sir ! Everything Will Be Great InShaa`Allah,positive,positive,0.9189
Fighting with Nagios configuration.  Great tool but the config is a bit of a labour,positive,positive,0.4383
"oy, im such a nerd..im writin 2 no1 cuz no1 is followin me  i mean lik sum1 was but their account was deleted due to 'strange activities'",negative,negative,0.726
" Where you at?   No tweeting today? No gardening either, I bet?",neutral,neutral,0.6092
 this week has dragged a bit for me too  have an essay to write about the seaside then Im seeing eddie izzard tonight x,negative,neutral,0.4935
 oh ... you`ve been superseeded?  not good enough,negative,negative,0.8525
"_Kaufer You cant argue w/them, as they actually have zero things to complain about so they make stuff up",positive,negative,0.6775
_Lia  Are the drugs working?,neutral,neutral,0.7974
 Do you have any idea when the (not so) patient fans will see some teaser pics of you all in costume?,neutral,neutral,0.8485
"Stupid liars. Glad they are ignorant, because I had a blast!!",negative,negative,0.7715
" Hello, yourself. Enjoy London. Watch out for the Hackneys. They`re mental.",negative,neutral,0.4574
" Oh dear, what a rotten life you lead, NOT!",negative,negative,0.9514
: Out to dinner for the fam and Grandma for Mother`s Day.,neutral,neutral,0.5889
 TY sweetheart,positive,positive,0.9002
niggas got they eyes on me and i aint talkin bout da BM when i say i got 745 on me,neutral,neutral,0.5408
_carter  Ey boy!! I canï¿½t see the video because youtube says me :The vid is private. Why?  I want to see it. Besos grandes guapo!!,neutral,neutral,0.4479
" wow, that`s good",positive,positive,0.9799
What a gorgeous day!! And I`m going to be stuck in a lab for the next 9 hours or so,positive,positive,0.904
Just woke up. Gonna have a shower and go to Nan`s for Mother`s day lunch. Happy Mother`s day,positive,positive,0.9774
How is everyone on this fine Monday?   what is everyone`s opinion of the new Wolverine movie?,neutral,neutral,0.5683
headed to the hospital. i can`t take the pain anymore,negative,negative,0.9191
'The Complete Black Books' just arrived ... looking forward to some entertaining #tv nights!  #dvd,positive,positive,0.9806
" Ooh, jealous. I just have yoghurt and some carrots.",negative,neutral,0.4394
"So from this moment foward, imma have to spend my money wisely. No dress and shoe shopping every week. No more pigging out @ my fav rest.",positive,neutral,0.5298
try to play John Travolta`s 'Grease Lightning' bassline.. it`s cool,positive,positive,0.9597
Link per my daughter  us.mobile.reuters.com/mobile/m/AnyArticle/p.rdt?URL=http://www.reuters.com/article/bigMoney/idUS1284981420090508,neutral,neutral,0.8211
 WOOOOOOOOOO   are you coming to Nottingham at any point?  lovelovelove<3,positive,positive,0.8547
 Enjoy! Family trumps everything,positive,positive,0.7117
 Just left you a message! Hope you get it,neutral,positive,0.7607
Bored out of my mind!  LOL,negative,negative,0.5102
just finishing studying for LSATs and watching VH1 Soul,neutral,neutral,0.8856
"Sleeeep. Good day, nice night, comfy bed.",positive,positive,0.9696
" saw your pics, so awesome!",positive,positive,0.9892
  Make sure ur plantin next to the water in the soil,neutral,neutral,0.8278
"_Guy In the past it was ok but since iï¿½ve got my own appartment, my own car........itï¿½s very difficult to save the money",negative,negative,0.5418
Bouta donate blood! Ahhhhh!,neutral,positive,0.7019
"Methinks it`s time to read A Doll`s House + Streetcar and get some quotes, and then PHYSICS!",neutral,neutral,0.7154
Just got back from school! Ugh I don`t want to go to the dance tonight,negative,negative,0.9553
Yes... today is Star Wars Day!    May the 4th be with you!,positive,positive,0.9778
"  how very rude fof them, you poor girl i hope you recovered from that  awful site",neutral,negative,0.9712
 I`m going big weekend  cant wait to see u! x,positive,positive,0.9882
"spent a little too much $ at Wombat, but it`s cool `cuz it was time to take care of Tamara good.  YAY!",positive,positive,0.8923
thanks for the props,positive,positive,0.9132
"  Is competition around the corner? if not take it slow for at least a week. Twisted my ankle back in jc, awfully painful.",negative,negative,0.8499
"In Y!M, when you sign in and sign out repeatedly, you`re not annoying.",positive,positive,0.5247
"It`s raining cats and dogs in Gda?sk today , looks nice `though through a window",positive,positive,0.9276
"Nooo, I`m not in love.  I`m just developing a crush. A small one. Heehee.  My second one. Shadduppp.",neutral,neutral,0.5675
i cant sleep,negative,negative,0.8401
"I`m very upset right now, like I can`t even formulate a complete thought....",negative,negative,0.9468
Today more sore than surgery day. Glad I took extra sick day.  Full recovery expected after 6 weeks.  Calling lawn service firms today,neutral,positive,0.6316
is hungryyyyyyy!! going to eat traditional indian food...the pakistani way. woowoo!  hahaha! >[_()\/3,positive,neutral,0.4828
oh my gosh!!! hollyoaks was so sad tonite,negative,negative,0.963
"   I sent my donation to #Eric and wanted to put the banner on, but my avatar disappeared when I tried ~",neutral,neutral,0.4814
Just found a tink cover for a wii remote but the people i know dont have a wii  fail,negative,negative,0.605
 I`m thinking the 'Chevrolet Doom' would be fitting for GM,positive,positive,0.5249
Why can`t I make a phone call! I hate this anxiety ****. Someone cure me,negative,negative,0.9755
 You can`t.  My Grandma will probably be on the phone. So get on AIM!,neutral,neutral,0.5065
WiSHiNG ALL THE MOTHERS A HAPPY MOTHER`S DAY,positive,positive,0.9564
